Distributor,Customer Name,City,Country,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year
Gerlach LLC ,Runolfsson-Halvorson Pharm,Rheinberg,Germany,Pharmacy,Retail,Symbisine Prednimadin,Mood Stabilizers,10.0,304,3040.0,July,2019
Koss   ,"Schinner, Gaylord and Treutel Pharmacy",Hamm,Germany,Pharmacy,Retail,Acantaine,Antibiotics,60.0,66,3960.0,July,2019
Koss   ,Pfannerstill Group Pharmaceutical Limited,Kaarst,Germany,Pharmacy,Retail,Amphesirox,Antiseptics,40.0,25,1000.0,July,2019
Koss   ,Koch-Osinski Pharmacy,Hamminkeln,Germany,Pharmacy,Retail,Requimadin,Antimalarial,2.0,408,816.0,July,2019
Koss   ,Vandervort LLC Pharm,Stade,Germany,Pharmacy,Retail,Ranediol,Antibiotics,2.0,401,802.0,July,2019
Koss   ,Hartmann-Wolf Pharmacy,Wunstorf,Germany,Pharmacy,Retail,Presetron,Mood Stabilizers,2.0,216,432.0,July,2019
Koss   ,Crist Inc Pharma Plc,Eschwege,Germany,Pharmacy,Retail,Antilamin Clinbital,Antibiotics,2.0,664,1328.0,July,2019
Koss   ,Schaefer-Rolfson Pharma Plc,Freiberg,Germany,Pharmacy,Retail,Theopril,Antipiretics,5.0,768,3840.0,July,2019
Kozey-Emmerich ,Harris-Conroy Pharm,Oelde,Germany,Pharmacy,Retail,Fosinofen,Antipiretics,50.0,385,19250.0,July,2019
Erdman  ,McCullough LLC Pharmaceutical Limited,Nuremberg,Germany,Pharmacy,Retail,Symbitrim,Analgesics,10.0,536,5360.0,July,2019
Erdman  ,Vandervort LLC Pharm,Stade,Germany,Pharmacy,Retail,Kinenadryl,Antipiretics,10.0,782,7820.0,July,2019
Erdman  ,Terry-Kub Pharma Plc,Weimar,Germany,Pharmacy,Retail,Symbisine Prednimadin,Mood Stabilizers,10.0,304,3040.0,July,2019
Koss   ,"Upton, Abernathy and Goodwin Pharm",Kelkheim (Taunus),Germany,Pharmacy,Retail,Zithrotrol,Antiseptics,10.0,137,1370.0,July,2019
Koss   ,Franecki Inc Pharma Plc,Schwerte,Germany,Pharmacy,Retail,Lovephilus,Analgesics,1.0,582,582.0,July,2019
Gerlach LLC ,D'Amore and Sons Pharm,Görlitz,Germany,Pharmacy,Retail,Sevoderm,Antipiretics,8.0,663,5304.0,July,2019
Gerlach LLC ,Cummings LLC Pharmaceutical Ltd,Sundern,Germany,Pharmacy,Retail,Stelazolid,Antimalarial,10.0,73,730.0,July,2019
Gerlach LLC ,Pfeffer-Hodkiewicz Pharm,Pulheim,Germany,Pharmacy,Retail,Effidomide Evofribrate,Antiseptics,5.0,612,3060.0,July,2019
Gerlach LLC ,Huels-Klein Pharmaceutical Ltd,Helmstedt,Germany,Pharmacy,Retail,Topifribrate,Analgesics,10.0,621,6210.0,July,2019
Erdman  ,"Nolan, DuBuque and Schultz Pharmacy",Wernigerode,Germany,Pharmacy,Retail,Fosinofen,Antipiretics,10.0,385,3850.0,July,2019
Gerlach LLC ,Crist Inc Pharma Plc,Eschwege,Germany,Pharmacy,Retail,Stelazolid,Antimalarial,20.0,73,1460.0,July,2019
Gerlach LLC ,Hoeger Ltd ,Heidenheim,Germany,Pharmacy,Retail,Ceretosine,Antiseptics,20.0,343,6860.0,July,2019
Gerlach LLC ,Purdy Ltd ,Erkelenz,Germany,Pharmacy,Retail,Adriafinil Ehtymara,Antiseptics,20.0,535,10700.0,July,2019
Gerlach LLC ,"Wunsch, Mills and Walter Pharm",Kempen,Germany,Pharmacy,Retail,Relenvice,Antimalarial,5.0,459,2295.0,July,2019
Gerlach LLC ,Runolfsson-Halvorson Pharm,Rheinberg,Germany,Pharmacy,Retail,Dexmebital Acanplan,Analgesics,3.0,170,510.0,July,2019
Gerlach LLC ,Franecki Inc Pharma Plc,Schwerte,Germany,Pharmacy,Retail,Acubulin,Antipiretics,20.0,490,9800.0,July,2019
Gerlach LLC ,Kozey-Schroeder Pharma Plc,Langenhagen,Germany,Pharmacy,Retail,Menogine,Antiseptics,50.0,742,37100.0,July,2019
Koss   ,Gibson-Hill ,Troisdorf,Germany,Pharmacy,Retail,Dasagestin,Analgesics,200.0,386,77200.0,July,2019
Koss   ,"Torphy, Pfeffer and Jakubowski Pharmaceutical Ltd",Leipzig,Germany,Pharmacy,Retail,Zynosine,Antimalarial,240.0,74,17760.0,July,2019
Koss   ,Koss Ltd Pharma Plc,Dingolfing,Germany,Pharmacy,Retail,Afinitasol,Antipiretics,50.0,286,14300.0,July,2019
Koss   ,Dach Ltd Pharm,Saarlouis,Germany,Pharmacy,Retail,Cephovelam,Mood Stabilizers,677.0,542,366934.0,July,2019
Gerlach LLC ,Beier PLC ,Heidelberg,Germany,Pharmacy,Retail,Microroban Afatigomar,Antimalarial,1.0,478,478.0,July,2019
Gerlach LLC ,"Torphy, Pfeffer and Jakubowski Pharm",Limburg,Germany,Pharmacy,Retail,Ceretosine,Antiseptics,2.0,343,686.0,July,2019
Koss   ,Gerlach LLC Pharmacy,Hofheim,Germany,Pharmacy,Retail,Veratorol Ciclovatol,Mood Stabilizers,10.0,154,1540.0,July,2019
Gerlach LLC ,"Wunsch, Mills and Walter Pharm",Kempen,Germany,Pharmacy,Retail,Imiderm Vibranovate,Antipiretics,10.0,390,3900.0,July,2019
Koss   ,Kertzmann-Ward Pharmaceutical Limited,Goslar,Germany,Pharmacy,Retail,Tesnorphine Silotamine,Antibiotics,100.0,319,31900.0,July,2019
Koss   ,Hermiston LLC Pharmaceutical Ltd,Weingarten,Germany,Pharmacy,Retail,Abtasol,Antiseptics,10.0,754,7540.0,July,2019
Koss   ,Upton PLC Pharmaceutical Limited,Mühlhausen,Germany,Pharmacy,Retail,Victomine,Antimalarial,20.0,705,14100.0,July,2019
Gerlach LLC ,"Romaguera, Moen and Hagenes Pharm",Unterschleißheim,Germany,Pharmacy,Retail,Travoloride,Antiseptics,30.0,785,23550.0,July,2019
Gerlach LLC ,Gleason PLC Pharmaceutical Limited,Niederkassel,Germany,Pharmacy,Retail,Aggrakine,Antiseptics,50.0,47,2350.0,July,2019
Gerlach LLC ,Purdy Ltd ,Erkelenz,Germany,Pharmacy,Retail,Interfedox Pilobamol,Antiseptics,50.0,41,2050.0,July,2019
Koss   ,Hermiston and Sons Pharmaceutical Ltd,Geislingen an der Steige,Germany,Pharmacy,Retail,Cricane Acamsumab,Antiseptics,30.0,22,660.0,July,2019
Koss   ,"Wunsch, Mills and Walter Pharmaceutical Limited",Münster,Germany,Pharmacy,Retail,Relenvice,Antimalarial,13.0,459,5967.0,July,2019
Gerlach LLC ,Waelchi LLC Pharm,Sinsheim,Germany,Pharmacy,Retail,Amlominphen Dexanovate,Analgesics,5.0,119,595.0,July,2019
Gerlach LLC ,"Greenholt, Donnelly and O'Reilly Pharmaceutical Ltd",Villingen-Schwenningen,Germany,Pharmacy,Retail,Afaxacin,Analgesics,30.0,60,1800.0,July,2019
Gerlach LLC ,"Zieme, Doyle and Kunze Pharmacy",Tuttlingen,Germany,Pharmacy,Retail,Kinerinex,Antiseptics,5.0,647,3235.0,July,2019
Gerlach LLC ,Haley PLC Pharmacy,Kassel,Germany,Pharmacy,Retail,Temasone Thiobucil,Antimalarial,50.0,482,24100.0,July,2019
Koss   ,Cummings LLC Pharmaceutical Ltd,Sundern,Germany,Pharmacy,Retail,Clinicilin Pentozone,Antimalarial,10.0,112,1120.0,July,2019
Koss   ,Kertzmann-Ward Pharmaceutical Limited,Goslar,Germany,Pharmacy,Retail,Lansostral Acgestin,Antiseptics,100.0,627,62700.0,July,2019
Gerlach LLC ,Terry-Kub Pharmaceutical Ltd,Wegberg,Germany,Pharmacy,Retail,Topifribrate,Analgesics,2.0,621,1242.0,July,2019
Gerlach LLC ,Hoeger Ltd Pharm,Lennestadt,Germany,Pharmacy,Retail,Exotropin Empizine,Mood Stabilizers,30.0,785,23550.0,July,2019
Gerlach LLC ,"Zieme, Doyle and Kunze Pharmacy",Tuttlingen,Germany,Pharmacy,Retail,Ergomethate,Mood Stabilizers,20.0,604,12080.0,July,2019
Gerlach LLC ,Mraz Group Pharmaceutical Limited,Schweinfurt,Germany,Pharmacy,Retail,Aprerase,Antipiretics,20.0,726,14520.0,July,2019
Gerlach LLC ,"Roob, Ernser and Kub Pharmacy",Göttingen,Germany,Pharmacy,Retail,Ceretosine,Antiseptics,5.0,343,1715.0,July,2019
Gerlach LLC ,Harris-Conroy Pharm,Oelde,Germany,Pharmacy,Retail,Penitrana,Analgesics,3.0,179,537.0,July,2019
Gerlach LLC ,Murray PLC ,Wesel,Germany,Pharmacy,Retail,Symbiroban,Antibiotics,10.0,122,1220.0,July,2019
Koss   ,Paucek PLC ,Espelkamp,Germany,Pharmacy,Retail,Amamadin,Antimalarial,1.0,713,713.0,July,2019
Koss   ,Wolff Group ,Pfungstadt,Germany,Pharmacy,Retail,Temasone Thiobucil,Antimalarial,5.0,482,2410.0,July,2019
Koss   ,Cummings LLC Pharmaceutical Ltd,Sundern,Germany,Pharmacy,Retail,Aldevac,Analgesics,19.0,26,494.0,July,2019
Gerlach LLC ,Schuppe Inc ,Bensheim,Germany,Pharmacy,Retail,Kinovatol,Analgesics,5.0,370,1850.0,July,2019
Erdman  ,Gleason PLC Pharma Plc,Bad Reichenhall,Germany,Pharmacy,Retail,Clindaracil,Analgesics,2.0,173,346.0,July,2019
Gerlach LLC ,Emard-O'Connell Pharm,Rosenheim,Germany,Pharmacy,Retail,Fentalac,Antipiretics,20.0,618,12360.0,July,2019
Gerlach LLC ,Lemke Ltd Pharma Plc,Leverkusen,Germany,Pharmacy,Retail,Pazofenac,Mood Stabilizers,20.0,123,2460.0,July,2019
Gerlach LLC ,Mayert-Weber ,Homburg,Germany,Pharmacy,Retail,Symbisine Prednimadin,Mood Stabilizers,5.0,304,1520.0,July,2019
Gerlach LLC ,"Roob, Ernser and Kub Pharmacy",Göttingen,Germany,Pharmacy,Retail,Sumanazole,Analgesics,30.0,529,15870.0,July,2019
Gerlach LLC ,Emard-O'Connell Pharm,Rosenheim,Germany,Pharmacy,Retail,Tiaracil,Antipiretics,10.0,162,1620.0,July,2019
Gerlach LLC ,Okuneva-Corkery Pharma Plc,Bornheim,Germany,Pharmacy,Retail,Doxivorin,Antimalarial,3.0,516,1548.0,July,2019
Gerlach LLC ,Zemlak-Witting ,Cuxhaven,Germany,Pharmacy,Retail,Solasteride,Mood Stabilizers,3.0,520,1560.0,July,2019
Gerlach LLC ,"Leuschke, Waters and Schowalter Pharma Plc",Herzogenrath,Germany,Pharmacy,Retail,Halcifergen Nevazone,Antimalarial,2.0,710,1420.0,July,2019
Kozey-Emmerich ,Gleason PLC Pharma Plc,Bad Reichenhall,Germany,Pharmacy,Retail,Hydroxyprosyn,Antibiotics,60.0,220,13200.0,July,2019
Kozey-Emmerich ,Barrows Inc Pharmaceutical Limited,Speyer,Germany,Pharmacy,Retail,Factofribrate,Mood Stabilizers,100.0,99,9900.0,July,2019
Gerlach LLC ,"Romaguera, Moen and Hagenes Pharm",Unterschleißheim,Germany,Pharmacy,Retail,Invisteride Diclomycin,Mood Stabilizers,70.0,452,31640.0,July,2019
Gerlach LLC ,Monahan Ltd Pharma Plc,Güstrow,Germany,Pharmacy,Retail,Claripenem,Antibiotics,40.0,448,17920.0,July,2019
Gerlach LLC ,Hartmann-Wolf Pharmacy,Wunstorf,Germany,Pharmacy,Retail,Paronium Atracustone,Analgesics,30.0,414,12420.0,July,2019
Koss   ,Crist Inc Pharma Plc,Eschwege,Germany,Pharmacy,Retail,Quiniprosyn,Antiseptics,10.0,445,4450.0,July,2019
Koss   ,"Torphy, Pfeffer and Jakubowski Pharm",Limburg,Germany,Pharmacy,Retail,Dantolac Pazocor,Analgesics,15.0,578,8670.0,July,2019
Gerlach LLC ,"Heathcote, Kovacek and Parker ",Hof,Germany,Pharmacy,Retail,Lovepion,Antiseptics,5.0,544,2720.0,July,2019
Gerlach LLC ,Armstrong Inc Pharma Plc,Passau,Germany,Pharmacy,Retail,Alemtuvatol Megalinum,Analgesics,1.0,682,682.0,July,2019
Koss   ,Collins-Schmidt Pharma Plc,Marburg,Germany,Pharmacy,Retail,Sodinel Olofribrate,Antimalarial,3.0,50,150.0,July,2019
Koss   ,Hartmann-Wolf Pharmacy,Wunstorf,Germany,Pharmacy,Retail,Sodinel Olofribrate,Antimalarial,50.0,50,2500.0,July,2019
Koss   ,"Hahn, Rutherford and Gislason Pharm",Kulmbach,Germany,Pharmacy,Retail,Ergomethate,Mood Stabilizers,112.0,604,67648.0,July,2019
Gerlach LLC ,Gleason PLC Pharmaceutical Limited,Niederkassel,Germany,Pharmacy,Retail,Aldevac,Analgesics,30.0,26,780.0,July,2019
Gerlach LLC ,"Torphy, Pfeffer and Jakubowski Pharmaceutical Ltd",Leipzig,Germany,Pharmacy,Retail,Factofribrate,Mood Stabilizers,36.0,99,3564.0,July,2019
Gerlach LLC ,Koch-Osinski Pharmacy,Hamminkeln,Germany,Pharmacy,Retail,Diazemid Felcept,Analgesics,160.0,613,98080.0,July,2019
Gerlach LLC ,Gerlach LLC Pharmacy,Hofheim,Germany,Pharmacy,Retail,Proderal,Antiseptics,30.0,34,1020.0,July,2019
Gerlach LLC ,Huels-Klein ,Peine,Germany,Pharmacy,Retail,Pulmofine,Antibiotics,1.0,688,688.0,July,2019
Gerlach LLC ,Mraz Group Pharmaceutical Limited,Schweinfurt,Germany,Pharmacy,Retail,Trazobalamin,Mood Stabilizers,2.0,762,1524.0,July,2019
Gerlach LLC ,Barrows Inc Pharmaceutical Limited,Speyer,Germany,Pharmacy,Retail,Tiaracil,Antipiretics,2.0,162,324.0,July,2019
Koss   ,"Hansen, Fadel and Schroeder Pharmaceutical Ltd",Herrenberg,Germany,Pharmacy,Retail,Diprolimus,Antiseptics,100.0,634,63400.0,July,2019
Koss   ,"Buckridge, Dach and Carroll Pharmaceutical Ltd",Baunatal,Germany,Pharmacy,Retail,Raparidol,Mood Stabilizers,40.0,187,7480.0,July,2019
Koss   ,Okuneva-Corkery Pharma Plc,Bornheim,Germany,Pharmacy,Retail,Sevoderm,Antipiretics,22.0,663,14586.0,July,2019
Koss   ,"Lebsack, Yost and Heller Pharma Plc",Ibbenbüren,Germany,Pharmacy,Retail,Lovephilus,Analgesics,14.0,582,8148.0,July,2019
Koss   ,"Parker, Green and Emmerich Pharma Plc",Baesweiler,Germany,Pharmacy,Retail,Vibratosine Alemtrace,Antibiotics,10.0,269,2690.0,July,2019
Koss   ,Osinski-Botsford Pharm,Meerbusch,Germany,Pharmacy,Retail,Factofribrate,Mood Stabilizers,90.0,99,8910.0,July,2019
Gerlach LLC ,Breitenberg-Kuhn Pharma Plc,Cloppenburg,Germany,Pharmacy,Retail,Bexridol,Antipiretics,2.0,80,160.0,July,2019
Gerlach LLC ,Fritsch-Hauck Pharmaceutical Ltd,Fürth,Germany,Pharmacy,Retail,Epzipitant,Analgesics,5.0,778,3890.0,July,2019
Gerlach LLC ,"Daniel, Baumbach and Nitzsche Pharmacy",Kempten,Germany,Pharmacy,Retail,Victomax,Analgesics,90.0,623,56070.0,July,2019
Gerlach LLC ,McDermott Inc Pharma Plc,Staßfurt,Germany,Pharmacy,Retail,Afaxacin,Analgesics,50.0,60,3000.0,July,2019
Gerlach LLC ,Schaefer-Rolfson Pharma Plc,Freiberg,Germany,Pharmacy,Retail,Amlominphen Dexanovate,Analgesics,50.0,119,5950.0,July,2019
Gerlach LLC ,Purdy Ltd Pharm,Korbach,Germany,Pharmacy,Retail,Adideine,Mood Stabilizers,50.0,678,33900.0,July,2019
Gerlach LLC ,"Hills, Stroman and Ernser ",Rheda-Wiedenbrück,Germany,Pharmacy,Retail,Ampysin,Analgesics,50.0,243,12150.0,July,2019
Gerlach LLC ,Pfeffer-Hodkiewicz Pharm,Pulheim,Germany,Pharmacy,Retail,Claricriptine Adaferol,Antibiotics,12.0,33,396.0,July,2019
Gerlach LLC ,Monahan Ltd Pharmaceutical Ltd,Lüneburg,Germany,Pharmacy,Retail,Clinicilin Pentozone,Antimalarial,77.0,112,8624.0,July,2019
Kozey-Emmerich ,"Heathcote, Kovacek and Parker ",Hof,Germany,Pharmacy,Retail,Cogxone Levanide,Antimalarial,100.0,686,68600.0,July,2019
Kozey-Emmerich ,Wolff Group ,Pfungstadt,Germany,Pharmacy,Retail,Imiformin Transmunex,Antibiotics,400.0,400,160000.0,July,2019
Kozey-Emmerich ,"Parker, Green and Emmerich Pharma Plc",Baesweiler,Germany,Pharmacy,Retail,Tetalamide,Antibiotics,200.0,430,86000.0,July,2019
Gerlach LLC ,Rohan Inc Pharmaceutical Limited,Amberg,Germany,Pharmacy,Retail,Abobozolid,Antimalarial,30.0,75,2250.0,July,2019
Gerlach LLC ,Hartmann-Wolf Pharmacy,Wunstorf,Germany,Pharmacy,Retail,Afluferon Entrarenone,Antimalarial,20.0,104,2080.0,July,2019
Erdman  ,"Greenholt, Donnelly and O'Reilly Pharmaceutical Ltd",Villingen-Schwenningen,Germany,Pharmacy,Retail,Hepavice,Mood Stabilizers,316.0,140,44240.0,July,2019
Erdman  ,Hoeger Ltd Pharm,Lennestadt,Germany,Pharmacy,Retail,Antilamin Clinbital,Antibiotics,14.0,664,9296.0,July,2019
Gerlach LLC ,Crist Inc Pharma Plc,Eschwege,Germany,Pharmacy,Retail,Androporin,Antiseptics,5.0,659,3295.0,July,2019
Gerlach LLC ,"Kertzmann, Quitzon and Harris Pharmaceutical Limited",Forst,Germany,Pharmacy,Retail,Sumanazole,Analgesics,10.0,529,5290.0,July,2019
Gerlach LLC ,Crist Inc Pharma Plc,Eschwege,Germany,Pharmacy,Retail,Tesnorphine Silotamine,Antibiotics,5.0,319,1595.0,July,2019
Gerlach LLC ,Sauer and Sons ,Mechernich,Germany,Pharmacy,Retail,Cyclovital,Antimalarial,50.0,677,33850.0,July,2019
Gerlach LLC ,Kreiger Inc ,Burgdorf,Germany,Pharmacy,Retail,Abranatal Lysoprosate,Antiseptics,50.0,681,34050.0,July,2019
Gerlach LLC ,Leffler-Russel Pharmaceutical Ltd,Lingen,Germany,Pharmacy,Retail,Fentalac,Antipiretics,150.0,618,92700.0,July,2019
Gerlach LLC ,Okuneva-Corkery Pharma Plc,Bornheim,Germany,Pharmacy,Retail,Quiniprosyn,Antiseptics,500.0,445,222500.0,July,2019
Gerlach LLC ,"Will, McGlynn and Fritsch Pharmaceutical Ltd",Bitterfeld,Germany,Pharmacy,Retail,Brimorix Amonine,Antibiotics,2.0,398,796.0,July,2019
Erdman  ,"Kuphal, Herzog and Purdy Pharmaceutical Limited",Erding,Germany,Pharmacy,Retail,Enzastryl,Antiseptics,3.0,26,78.0,July,2019
Erdman  ,"Nolan, DuBuque and Schultz Pharmacy",Wernigerode,Germany,Pharmacy,Retail,Brimorix Amonine,Antibiotics,5.0,398,1990.0,July,2019
Erdman  ,"Steuber, Skiles and Kilback Pharmaceutical Limited",Bonn,Germany,Pharmacy,Retail,Ceftatana Serolamide,Antipiretics,3.0,595,1785.0,July,2019
Gerlach LLC ,Mills Inc Pharmacy,Bremen,Germany,Pharmacy,Retail,Tracdomide,Antipiretics,10.0,548,5480.0,July,2019
Koss   ,Hermiston LLC Pharm,Moers,Germany,Pharmacy,Retail,Topitaine,Mood Stabilizers,112.0,517,57904.0,July,2019
Koss   ,Monahan Ltd Pharmaceutical Ltd,Lüneburg,Germany,Pharmacy,Retail,Cephovelam,Mood Stabilizers,100.0,542,54200.0,July,2019
Koss   ,Breitenberg-Kuhn Pharma Plc,Cloppenburg,Germany,Pharmacy,Retail,Palodizem,Mood Stabilizers,10.0,201,2010.0,July,2019
Koss   ,Ward Group Pharma Plc,Barsinghausen,Germany,Pharmacy,Retail,Atomorelin,Analgesics,108.0,555,59940.0,July,2019
Koss   ,Barrows Inc Pharmaceutical Limited,Speyer,Germany,Pharmacy,Retail,Amlominphen Dexanovate,Analgesics,30.0,119,3570.0,July,2019
Koss   ,Beier PLC ,Heidelberg,Germany,Pharmacy,Retail,Palodizem,Mood Stabilizers,10.0,201,2010.0,July,2019
Gerlach LLC ,Hermiston LLC Pharmaceutical Ltd,Weingarten,Germany,Pharmacy,Retail,Presetron,Mood Stabilizers,10.0,216,2160.0,July,2019
Gerlach LLC ,Barton Ltd Pharmaceutical Limited,Celle,Germany,Pharmacy,Retail,Relenstrel Exurabine,Antibiotics,5.0,424,2120.0,July,2019
Gerlach LLC ,Kreiger Inc ,Burgdorf,Germany,Pharmacy,Retail,Aspinavir Silovance,Antibiotics,72.0,549,39528.0,July,2019
Gerlach LLC ,Mraz Group Pharmaceutical Limited,Schweinfurt,Germany,Pharmacy,Retail,Lovapur,Mood Stabilizers,10.0,551,5510.0,July,2019
Koss   ,Beier PLC ,Heidelberg,Germany,Pharmacy,Retail,Rebedase Aplencor,Mood Stabilizers,100.0,180,18000.0,July,2019
Koss   ,Schuppe Inc ,Bensheim,Germany,Pharmacy,Retail,Exexone,Mood Stabilizers,56.0,239,13384.0,July,2019
Koss   ,"Beer, Kohler and Beatty Pharmacy",Obertshausen,Germany,Pharmacy,Retail,Zarostral,Antipiretics,20.0,141,2820.0,July,2019
Koss   ,Kozey-Schroeder Pharma Plc,Langenhagen,Germany,Pharmacy,Retail,Neuropogen Empibax,Analgesics,20.0,605,12100.0,July,2019
Koss   ,West Group Pharma Plc,Aschersleben,Germany,Pharmacy,Retail,Microroban Afatigomar,Antimalarial,10.0,478,4780.0,July,2019
Koss   ,"Nitzsche, Effertz and Maggio Pharmaceutical Limited",Northeim,Germany,Pharmacy,Retail,Temasone Thiobucil,Antimalarial,30.0,482,14460.0,July,2019
Koss   ,Harris-Conroy Pharmacy,Wilhelmshaven,Germany,Pharmacy,Retail,Fosinofen,Antipiretics,100.0,385,38500.0,July,2019
Koss   ,Koss Ltd Pharmaceutical Ltd,Löhne,Germany,Pharmacy,Retail,Abtasol,Antiseptics,112.0,754,84448.0,July,2019
Koss   ,Harris-Conroy Pharmacy,Wilhelmshaven,Germany,Pharmacy,Retail,Flutacerol,Analgesics,112.0,745,83440.0,July,2019
Koss   ,"Daniel, Baumbach and Nitzsche Pharmacy",Kempten,Germany,Pharmacy,Retail,Cogxone Levanide,Antimalarial,10.0,686,6860.0,July,2019
Koss   ,"Leuschke, Waters and Schowalter Pharma Plc",Herzogenrath,Germany,Pharmacy,Retail,Antaparin Varizyme,Mood Stabilizers,100.0,513,51300.0,July,2019
Gerlach LLC ,"Torphy, Pfeffer and Jakubowski Pharm",Limburg,Germany,Pharmacy,Retail,Sanctumine,Antimalarial,72.0,149,10728.0,July,2019
Koss   ,Lockman Ltd Pharm,Mettmann,Germany,Pharmacy,Retail,Argalazine Abostryl,Antipiretics,2.0,628,1256.0,July,2019
Koss   ,"Kertzmann, Quitzon and Harris Pharmaceutical Limited",Forst,Germany,Pharmacy,Retail,Ranediol,Antibiotics,1.0,401,401.0,July,2019
Koss   ,Hermiston LLC Pharmaceutical Ltd,Weingarten,Germany,Pharmacy,Retail,Oxymotroban Fexoformin,Analgesics,270.0,458,123660.0,July,2019
Gerlach LLC ,Hoeger Ltd ,Heidenheim,Germany,Pharmacy,Retail,Afluferon Entrarenone,Antimalarial,3.0,104,312.0,July,2019
Koss   ,"Reinger, Kihn and Goyette Pharma Plc",Euskirchen,Germany,Pharmacy,Retail,Agalsiline,Mood Stabilizers,20.0,64,1280.0,July,2019
Koss   ,Cassin PLC Pharma Plc,Mühldorf,Germany,Pharmacy,Retail,Testant,Mood Stabilizers,50.0,488,24400.0,July,2019
Koss   ,Zemlak-Witting ,Cuxhaven,Germany,Pharmacy,Retail,Proprabax,Analgesics,20.0,64,1280.0,July,2019
Erdman  ,"Romaguera, Moen and Hagenes Pharm",Unterschleißheim,Germany,Pharmacy,Retail,Pazofenac,Mood Stabilizers,3.0,123,369.0,July,2019
Gerlach LLC ,Cummings LLC Pharmaceutical Ltd,Sundern,Germany,Pharmacy,Retail,Lovephilus,Analgesics,10.0,582,5820.0,July,2019
Gerlach LLC ,Hermiston LLC Pharmaceutical Limited,Gevelsberg,Germany,Pharmacy,Retail,Tesnorphine Silotamine,Antibiotics,36.0,319,11484.0,July,2019
Gerlach LLC ,Wolff Group ,Pfungstadt,Germany,Pharmacy,Retail,Bexridol,Antipiretics,10.0,80,800.0,July,2019
Gerlach LLC ,Gottlieb-Cruickshank Pharm,Schwabach,Germany,Pharmacy,Retail,Lansopril Acribax,Antipiretics,10.0,492,4920.0,July,2019
Gerlach LLC ,Huels-Klein Pharmaceutical Ltd,Helmstedt,Germany,Pharmacy,Retail,Pazofenac,Mood Stabilizers,5.0,123,615.0,July,2019
Gerlach LLC ,Fritsch-Hauck Pharmaceutical Ltd,Fürth,Germany,Pharmacy,Retail,Victomax,Analgesics,5.0,623,3115.0,July,2019
Gerlach LLC ,Harris-Conroy Pharm,Oelde,Germany,Pharmacy,Retail,Ceftatana Serolamide,Antipiretics,30.0,595,17850.0,July,2019
Gerlach LLC ,Friesen Group ,Meiningen,Germany,Pharmacy,Retail,Magneprex,Antimalarial,3.0,187,561.0,July,2019
Gerlach LLC ,"Yundt, Leuschke and Ward Pharma Plc",Ahaus,Germany,Pharmacy,Retail,Invisteride Diclomycin,Mood Stabilizers,10.0,452,4520.0,July,2019
Gerlach LLC ,Kozey Ltd Pharmacy,Stralsund,Germany,Pharmacy,Retail,Temasone Thiobucil,Antimalarial,90.0,482,43380.0,July,2019
Gerlach LLC ,"Upton, Abernathy and Goodwin Pharm",Kelkheim (Taunus),Germany,Pharmacy,Retail,Adtiza Gammaluble,Antibiotics,50.0,452,22600.0,July,2019
Gerlach LLC ,"Hills, Stroman and Ernser ",Rheda-Wiedenbrück,Germany,Pharmacy,Retail,Ribabyclor,Antiseptics,50.0,469,23450.0,July,2019
Gerlach LLC ,Harris-Conroy Pharmacy,Wilhelmshaven,Germany,Pharmacy,Retail,Halcifergen Nevazone,Antimalarial,-40.0,710,-28400.0,July,2019
Gerlach LLC ,"Buckridge, Dach and Carroll ",Friedrichshafen,Germany,Pharmacy,Retail,Afretosine,Mood Stabilizers,10.0,404,4040.0,July,2019
Koss   ,Vandervort LLC Pharm,Stade,Germany,Pharmacy,Retail,Belavarix Benzabicin,Antibiotics,6.0,131,786.0,July,2019
Gerlach LLC ,Vandervort LLC Pharm,Stade,Germany,Pharmacy,Retail,Duraprazole Agalsixolol,Antiseptics,10.0,375,3750.0,July,2019
Gerlach LLC ,"Torphy, Pfeffer and Jakubowski Pharmaceutical Ltd",Leipzig,Germany,Pharmacy,Retail,Hydroxyprosyn,Antibiotics,4.0,220,880.0,July,2019
Gerlach LLC ,Kozey Ltd Pharmacy,Stralsund,Germany,Pharmacy,Retail,Androporin,Antiseptics,40.0,659,26360.0,July,2019
Gerlach LLC ,Buckridge-Davis Pharmaceutical Ltd,Herne,Germany,Pharmacy,Retail,Allomenda,Antipiretics,5.0,487,2435.0,July,2019
Gerlach LLC ,Raynor-Graham ,Wedel,Germany,Pharmacy,Retail,Alpharolac,Antipiretics,5.0,533,2665.0,July,2019
Erdman  ,Sauer-Herzog Pharmacy,Winsen,Germany,Pharmacy,Retail,Hepavice,Mood Stabilizers,224.0,140,31360.0,July,2019
Koss   ,Funk and Sons Pharmacy,Friedberg,Germany,Pharmacy,Retail,Tracdomide,Antipiretics,30.0,548,16440.0,July,2019
Koss   ,Mayert-Weber ,Homburg,Germany,Pharmacy,Retail,Alemtuvatol Megalinum,Analgesics,20.0,682,13640.0,July,2019
Koss   ,"Hirthe, Williamson and Macejkovic ",Schwandorf,Germany,Pharmacy,Retail,Dasagestin,Analgesics,30.0,386,11580.0,July,2019
